@relation FAQ
@attribute id string
@attribute text string
@attribute domain numeric
@data
"ENG_GK_389"," WT ARR BRLS KMNL AS ",3
"ENG_GK_390"," WX ALBM BTLS RKRT TM TJ0R ",3
"ENG_GK_391"," WT SPRT HTLK ",3
"ENG_GK_392"," WX SPRT LK WKT HT SKS ",3
"ENG_GK_393"," WX SPRT WRN SNT IRN ",3
"ENG_GK_394"," WX KNTR RK MSK ORJN ",3
"ENG_GK_395"," W PNTT SLNK SSTN XPL ",3
"ENG_GK_396"," AFTR FMS PRSN TT BR NMT ",3
"ENG_GK_397"," WT RHNS HRN OF ",3
"ENG_GK_398"," SNK LRKS  0R STT STRT SMLN HT FT S ",3
"ENG_GK_399"," NM  JMS BNT FLMS ONWR TTL ",3
"ENG_GK_400"," 0 XRTS FRS BBL KNSS WRTS WT 0 ",3
"ENG_GK_401"," 0 SNK N YRK N YRK LNRT BRNS MSKL ",3
"ENG_GK_402"," W TP TN HT  0 STRT OF LNTN ",3
"ENG_GK_403"," WX LRJS TNMN TLR BL IST US ",3
"ENG_GK_404"," H WLX TMS  MN ENKL FTBL TFXN ",3
"ENG_GK_405"," IN  KNTR WMN PRM MNST ",3
"ENG_GK_406"," WT NM TMNT FNT KNS SPTR ",3
"ENG_GK_407"," WT OSKR WNNK SNK  FLM TRT TNSN ",3
"ENG_GK_408"," BRTS TSS NFRT AFKT ORKN BT ",3
"ENG_GK_409"," NN  ARKN HLM EKSM KSS ",3
"ENG_GK_410"," WX BRT STRS  MLS NST FT YNK ",3
"ENG_GK_411"," WX FWL STNT KBRT TP R ",3
"ENG_GK_412"," WX SNK WRTS FRM Y PNTT LPS KRLT TNTT HR ",3
"ENG_GK_413"," TW MFS HLT JNT RKRT OSKR  0 BN HR TTNK WX MF EKLT 0M ",3
"ENG_GK_414"," IN MN SLNK PFRT WR0 ",3
"ENG_GK_415"," PTR BRTS PLYT SSN MNXS UNTT  SSN H KLS TTL SKR LK LK KP F KP UF KP KP WNRS KP N AKTL PLYT KMBN ",3
"ENG_GK_416"," H TMS WRT N MNXN SNK NS SNK ",3
"ENG_GK_417"," H KNKS ENKL KLT FLP ",3
"ENG_GK_418"," IN MRS KT LTR RPRS TXS ",3
"ENG_GK_419"," WT BFRT SKL RPRS KLM WNT ",3
"ENG_GK_420"," 0 BNR SSTM NMRK TJTS ",3
"ENG_GK_421"," 0R  RSRS WK RSS TRFN KR   APRT TK TSTR KR TRF ",3
"ENG_GK_422"," WT XMKL SMBL OSN ",3
"ENG_GK_423"," H HRNS INTN RHNS HF ",3
"ENG_GK_424"," IN KLF STKS PR  HL ALBT ",3
"ENG_GK_425"," A MLKL WTR KNTN ATMS OKSJ ",3
"ENG_GK_426"," H RTS PL KLRN ",3
"ENG_GK_427"," H KNTR BRTR SN MRN ",3
"ENG_GK_428"," IN RLXN PWR EKFL  WTS ",3
"ENG_GK_429"," NM  SPRS ",3
"ENG_GK_430"," PRSS BTS MKBT ",3
"ENG_GK_431"," H TP F0M WTR ",3
"ENG_GK_432"," PT PPL RNK ST JK JNS JRJ MNWR AR0R WLSN FRM TTS ARM KRS ",3
"ENG_GK_433"," H TP F0M WTR ",3
"ENG_GK_434"," H PRM MNST SRFT KN ",3
"ENG_GK_435"," IN JN RM KRTS TLT PLYR ",3
"ENG_GK_436"," WT SKR RT  ",3
"ENG_GK_437"," H PLYR RKB LK TM ",3
"ENG_GK_438"," WT SKNS  ",3
"ENG_GK_439"," H LNS SNT ",3
"ENG_GK_440"," IF 0R SKS TS TTL FSBL ",3
"ENG_GK_441"," WT MKSM KLF KLBS KLFR ALWT KM ",3
"ENG_GK_442"," WN BSTL T SLBR ",3
"ENG_GK_443"," H SKR INXS SKR FT ",3
"ENG_GK_444"," H RT BLS TBL STRT FRM SNKR ",3
"ENG_GK_445"," H TRTX BNK KRT ",3
"ENG_GK_446"," H PLYR HRLN TM ",3
"ENG_GK_447"," H KNSK KSXN MLNR TF X ",3
"ENG_GK_448"," WT RKLX HT PN TN PN BLNK ",3
"ENG_GK_449"," WT TT BTL BRTN T ",3
"ENG_GK_450"," ITS OKSF KMBR BT RS AFTR WT RS IT ",3
"ENG_GK_451"," IN SNTR WRS OF 0 RSS FT ",3
"ENG_GK_452"," H PL PLFL FT ",3
"ENG_GK_453"," IF PLYR INTR FLBL KRT PLYR BX FLBL KRT ATT TTL ",3
"ENG_GK_454"," NM SNTS ISK NTN ALF ",3
"ENG_GK_455"," WX RPRS SFN RMN NMRL LSTT TSNT ORTR ",3
"ENG_GK_456"," H SPTS ST  TMNS ",3
"ENG_GK_457"," H STRT LNS FTBL PX ",3
"ENG_GK_458"," IN TRTS SKR TRBL ",3
"ENG_GK_459"," H KBK INXS KBK FT ",3
"ENG_GK_460"," H YRTS MTRS ML ",3
"ENG_GK_461"," IN AMRK KN INTP BRTN ",3
"ENG_GK_462"," H PLYR ASTR RLS FTBL TM ",3
"ENG_GK_463"," IN TRTS LWST SKR TRBL ",3
"ENG_GK_464"," WT SM TKRS INTR ANKL TRNK ",3
"ENG_GK_465"," WT MNMM TKRS RFLK ANKL ",3
"ENG_GK_466"," H MTRS YRTS NTKL ML ",3
"ENG_GK_467"," IN RJR BNST RN ML  MNTS ",3
"ENG_GK_468"," IN FF WRLT KP HLT ",3
"ENG_GK_469"," IN ATK PRL HRBR ",3
"ENG_GK_470"," IN JPNS BM PRL HRBR ",3
"ENG_GK_471"," IN KN ELSB ENKL 0RN ",3
"ENG_GK_472"," AKKR RKRT BKS MNT EFRS KLMB ",3
"ENG_GK_473"," IN SMT MNT EFRS RXT ",3
"ENG_GK_474"," IN HNJN ABLX UK ",3
"ENG_GK_475"," IN FRS 0 ITS OFR N FMS ",3
"ENG_GK_476"," IN SNKR SKRT BLK BL  BRK ",3
"ENG_GK_477"," WT BFRT SKL RPRS HRKN ",3
"ENG_GK_478"," 0RTK MNMM STRK PLYR WN ST TNS ",3
"ENG_GK_479"," IF PLYN TRTS XNK SKR   TRTS SKRT ON ",3
"ENG_GK_480"," H PSS PRSN STRT KM TRTS ",3
"ENG_GK_481"," H TTKH HF ",3
"ENG_GK_482"," H PRS RBS HF ",3
"ENG_GK_483"," WT HRKN BFRT SKL ",3
"ENG_GK_484"," H TTKK ",3
"ENG_GK_485"," H PPL USL ST JR ",3
"ENG_GK_486"," H LBRS PRFR HRKL ",3
"ENG_GK_487"," H WLKT MN ",3
"ENG_GK_488"," H FLSS SNKR TBL ",3
"ENG_GK_489"," H JN WLKR BLK LBL WSK MTRT FR ",3
"ENG_GK_490"," WT BFRT SKL RPRS HRKN ",3
"ENG_GK_491"," WT KRS MNS SKR ",3
"ENG_GK_492"," H SKRS SKRB BRT ",3
"ENG_GK_493"," H KRNT PRKS JRTN KMPT WN RS ",3
"ENG_GK_494"," H PPL APR T FNSS 0 LST SPR ",3
"ENG_GK_495"," H PLYR RKB LK TM ",3
"ENG_GK_496"," AT RLNK PLS MRTR JN KRST LF ",3
"ENG_GK_497"," H MNTS WK ",3
"ENG_GK_498"," H BSKT HP KRNT ",3
"ENG_GK_499"," H BSKT BSKT ",3
"ENG_GK_500"," H BRT KMPT TFNK ",3
"ENG_GK_501"," WT MKSM SKRT SNKL XT BLRT ",3
"ENG_GK_502"," WX KNJN MN MSJ UNTR ",3
"ENG_GK_503"," H SKRS SNKS LTRS BRT ",3
"ENG_GK_504"," H TLS KM SKRB ",3
"ENG_GK_505"," H SNTM KLMT ",3
"ENG_GK_506"," H MLKR KRM ",3
"ENG_GK_507"," IN MN  FR0N KN ",3
"ENG_GK_508"," IN KMPT TRMN BTS KLBT ",3
"ENG_GK_509"," W HT  M NT IN LF ",3
"ENG_GK_510"," WX PP HTS RBR BLTS TRTL HLT ",3
"ENG_GK_511"," W RT RMYN ",3
"ENG_GK_512"," WX LF MNST ",3
"ENG_GK_513"," IF W  PNTS AMRK STNS ENKL ",3
"ENG_GK_514"," WN T ARMS T WRLT WR  ",3
"ENG_GK_515"," BFR TRRS ATK STRS WRLT TRT SNTR TWN TWRS ",3
"ENG_GK_516"," 0 BTLS LF PRFR KNTL PRK SN FRNS IN 0S ",3
"ENG_GK_517"," IN TTLS N BLT OBLT TW LTL BS SKR SKR ",3
"ENG_GK_518"," IN NL ARMS LNT MN ",3
"ENG_GK_519"," IN SMN KRFN RLS ALBM BRJ OFR TRBL WTR ",3
"ENG_GK_520"," IN PST  WMBL F KP FNL RPL ",3
"ENG_GK_521"," RXRT NKSN PRST US RSKN YR ",3
"ENG_GK_522"," ETWR H0 BRTX PRM MNST RXRT NKSN S PRST WL BRNT JRMN XNSL LT RSPK KNTR RSNS RSNT YR WX YR ",3
"ENG_GK_523"," IN ELFS T ",3
"ENG_GK_524"," IN MRKR 0XR PRM MNST ",3
"ENG_GK_525"," IN MRKR 0XR ELKT BRTN FML PRM MNST ",3
"ENG_GK_526"," 0 SPS XTL KLMB FL YR ",3
"ENG_GK_527"," IN FLKL WR ",3
"ENG_GK_529"," IN NFL WNST SM0 MN XRKT ",3
"ENG_GK_530"," WN HLS KMT APR ",3
"ENG_GK_531"," IN RKB WRLT KP PLS ",3
"ENG_GK_532"," IN MRKR 0XR RSN LTR KNSR ",3
"ENG_GK_533"," IN NLSN MNTL RLST  PRSN ",3
"ENG_GK_534"," IN ERP XNL TNL OPN ",3
"ENG_GK_535"," IN UK HNT HNK KNK SFRK XN ",3
"ENG_GK_549"," NM   SPRS ",3
"ENG_GK_571"," WT KPTL XN ",3
"ENG_GK_656"," H HLS KTMR HF ",3
"ENG_GK_657"," H BTLS XMPK MKNM ",3
"ENG_GK_658"," H HMPS BKTR KML HF ",3
"ENG_GK_659"," H ASTR WLKT MN APL MNLN ",3
"ENG_GK_660"," IN BLRT SKRT KNN ",3
"ENG_GK_661"," WT TMTR MTRS SRKL TSKS 0RN ",3
"ENG_GK_662"," IF I AJ TN BRN IM  Y ",3
"ENG_GK_663"," A NBXT WN HLTS EKFL BTLS ",3
"ENG_GK_664"," H T0 USL FNT ST TMPR BB HMN T0 ",3
"ENG_GK_665"," H XLNK SFRK ",3
"ENG_GK_666"," H FLT ONSS PNT ",3
"ENG_GK_667"," AT STRT KM XS PLYR XS MFS ",3
"ENG_GK_668"," WT OFXL TMTR SNTR SRKL SKSR PX ",3
"ENG_GK_670"," ON KRT JMST MSRM EKFL MLKR ",3
"ENG_GK_671"," WT STNT TSTN RWNK EFNT OLMP ",3
"ENG_GK_672"," H BNS HMN BT ",3
"ENG_GK_673"," WN HLS KMT EKSP APR AKN ",3
"ENG_GK_674"," H KNSN ENKL ALFB ",3
"ENG_GK_675"," WT FRNH BLNK WTR S LFL ",3
"ENG_GK_676"," H BLS TBL STRT SNKR KM ",3
"ENG_GK_677"," 0 SM  TFRN  WT NMBR ",3
"ENG_GK_678"," WT FRKX USL APRK P ",3
"ENG_GK_679"," WT BKR STRT RSTN XRLK HLMS ",3
"ENG_GK_680"," IN KRKT RNS TBL NLSN ",3
"ENG_GK_681"," WX PSLM BJNS 0 LRT XFRT I WNT ",3
"ENG_GK_682"," WT XRT TFT BKHM WR ",3
"ENG_GK_683"," H PRS KRMS HMNS HF ",3
"ENG_GK_684"," H RBNS KRS SPNT XPRK ISLN ",3
"ENG_GK_685"," H HRS TLS JN PTN  ",3
"ENG_GK_686"," H KRTS PR KLT ",3
"ENG_GK_687"," H XTS RTNK PPR KR ",3
"ENG_GK_688"," H LTRS KRK ALFB ",3
"ENG_GK_689"," H PNS  PNT ",3
"ENG_GK_690"," OFR LPS TRK  MTRS RS RN ",3
"ENG_GK_691"," H PNS KN ",3
"ENG_GK_692"," WT SKR TNTT TRM BT BRKF KM TRTS ",3
"ENG_GK_693"," H KBK FT KBK YRT ",3
"ENG_GK_694"," H TMPL RKLX KLFB ",3
"ENG_GK_695"," H BNS HMN SKL T  W ",3
"ENG_GK_696"," H PLYN PSS ST TMNS ",3
"ENG_GK_697"," IN MN0 MXLM T ",3
"ENG_GK_698"," WT JN ATMS NT OF ",3
"ENG_GK_699"," H PTLS KRNT PN HF ",3
"ENG_GK_700"," H TMS RT RM WN KRNT NXNL ",3
"ENG_GK_701"," H  MNT SSNS KM IS HK ",3
"ENG_GK_702"," H LNT MLS LK ",3
"ENG_GK_703"," H RNTS AMTR BKSN MX ",3
"ENG_GK_704"," H HLS TN PN BLNK BL ",3
"ENG_GK_705"," IN SNKR KRN BL WR0 ",3
"ENG_GK_706"," H HRTS OKTP HF ",3
"ENG_GK_707"," H AB SWTX ",3
"ENG_GK_708"," H STRS ORNS BLT ",3
"ENG_GK_709"," H FLFS TRMP HF ",3
"ENG_GK_710"," H TMS TM ALWT TX FLBL KRSS NT ",3
"ENG_GK_712"," H LFS XMRK ",3
"ENG_GK_713"," H HNR FS XLTR ST BRTX 0RN ",3
"ENG_GK_714"," H MKS KR JMS BNT UST ",3
"ENG_GK_715"," H HSS TNNK STRT LNTN ",3
"ENG_GK_716"," H K0RN HNR F MR ",3
"ENG_GK_717"," H BRNT SSTR 0R ",3
"ENG_GK_718"," AS STRT  SSN WNRS ENKL PRMR BN ",3
"ENG_GK_719"," H TM JN SPNT BL WL ",3
"ENG_GK_720"," IN JRM K JRM NFL TK KLT MNT MRNS ",3
"ENG_GK_721"," H 0RWN EFNT TK0L ",3
"ENG_GK_722"," H JMPS KRNT NXNL ",3
"ENG_GK_723"," H PNS HLF KRN ",3
"ENG_GK_724"," WT ANKL HNTS KLK  OKLK ",3
"ENG_GK_725"," IN BSBL BSS ",3
"ENG_GK_726"," H HT TNKS FLMN NRML NKNT ELKT LT BLB ",3
"ENG_GK_727"," H T0 NRML HL0 ATLT HF ",3
"ENG_GK_728"," H BLK KS STNT PN ",3
"ENG_GK_729"," T BRK  SNKR BLS PT ",3
"ENG_GK_730"," H PRNS TN TT ",3
"ENG_GK_731"," H TKRS SRKL ",3
"ENG_GK_732"," H TKRS  KRTR RFLX ",3
"ENG_GK_733"," H ISLN KLNT ISLN KSK B ",3
"ENG_GK_734"," IN TKRS SNTK NRML BT TMPR HMNS ",3
"ENG_GK_735"," H BKS BBLS OLT TSTM ",3
"ENG_GK_736"," WT  SNT  ",3
"ENG_GK_737"," H STRN SL ",3
"ENG_GK_738"," H UMPR BSBL KM ",3
"ENG_GK_739"," H T0 ELFN HF ",3
"ENG_GK_740"," H STRN FL ",3
"ENG_GK_741"," H LPS NRML SPTW RS     ",3
"ENG_GK_742"," AS MRX  TMS WN ENKL PRMR ",3
"ENG_GK_743"," H WFS MSLM TM ",3
"ENG_GK_744"," H TTRH ",3
"ENG_GK_745"," H STRS APR FLK N SLNT ",3
"ENG_GK_746"," H STRN UKLL ",3
"ENG_GK_747"," H STRN TBL BS ",3
"ENG_GK_748"," IN SPTW RSNK LPS TRK RS KNSS OF ",3
"ENG_GK_749"," H TS BKS BN FT ",3
"ENG_GK_750"," H XMBR HRT ",3
"ENG_GK_751"," H WNKS B HF ",3
"ENG_GK_753"," H FL OFXL MR ",3
"ENG_GK_754"," WX KBT  ",3
"ENG_GK_755"," IN MSK KFRS EKL MNM ",3
"ENG_GK_756"," IN MN FR0N KN ",3
"ENG_GK_758"," H TS LNT ",3
"ENG_GK_759"," A KS STMX KMPR ",3
"ENG_GK_760"," H KRTS KLN ",3
"ENG_GK_819"," WT TMTR KLF KP R HL ",3
"ENG_GK_820"," WT TM KLK TMS NSPP X ",3
"ENG_GK_821"," H KTRJ ",3
"ENG_GK_938"," H PNS PNTS ",3
"ENG_GK_964"," WT LN LTTT TFTS KNT US ",3
"ENG_GK_965"," WT MKSM PLYR KRT BSKT TM ",3
"ENG_GK_966"," H TMS SKSS BJRN BRK WN MNS TNS SNKL WMBL ",3
"ENG_GK_975"," H RNKS OLMP KMS SMBL ",3
"ENG_GK_1005"," H RHMB HF ",3
"ENG_GK_1009"," H PLYR ALWT SRKL NTBL MX ",3
"ENG_GK_1010"," H US STTS NMS BJN LTR  ",3
"ENG_GK_1011"," H XLTR ENTS BLTN FMS FF ",3
"ENG_GK_1012"," OF MTRK TRK EFNT KMPT OLMP WRLT XMPN ETK KLSS TTL TSTN ML ",3
"ENG_GK_1013"," H SKR YRTS BRTX AKR ",3
"ENG_GK_1019"," BRN LR HLTS WRLT RKRT RNS TST MX SKR ",3
"ENG_GK_1020"," WT PRM  ",3
"ENG_GK_1021"," H TTS PR TS ",3
"ENG_GK_1022"," H KR KPTN KRK KMNT STRX ENTR ",3
"ENG_GK_1023"," H PNTS HKXT    ",3
"ENG_GK_1024"," H STRN HRP HF ",3
"ENG_GK_1025"," WT   ",3
"ENG_GK_1030"," H PRSM ",3
"ENG_GK_1031"," AFTR PLYR XNJ SRFS TBL TNS ",3
"ENG_GK_1032"," IN KRKT RNS SKRT BL HTS HLMT LFT KRNT FLTN TM ",3
"ENG_GK_1033"," H TS KT ST HT ",3
"ENG_GK_1034"," IN BTMN SNTR NT KRNT ",3
"ENG_GK_1035"," AT FTNK FF 0SNT LFS FXS STRT W0 ",3
"ENG_GK_1036"," H KMPT RS TRK ",3
"ENG_GK_1037"," H TM ALWT LST BL KLF ",3
"ENG_GK_1038"," WT NRML MKSM PRT BRTX PRLM SRF ELKX ",3
"ENG_GK_1039"," H APNT TRM OFS SKRT UNTT NXNS ",3
"ENG_GK_1040"," WN WTN ANFR ",3
"ENG_GK_1041"," WT STNT BNK KM ",3
"ENG_GK_1042"," WT RPRS RMN NMRL LTR T ",3
"ENG_GK_1043"," AKKR PL SMN LF LFR ",3
"ENG_GK_1044"," IF NKL TMS KRTR TTL ",3
"ENG_GK_1045"," WT RS MNS A0LT ",3
"ENG_GK_1046"," H XTS PPR RM ",3
"ENG_GK_1047"," WT RMN NMRL T STNT FR ",3
"ENG_GK_1048"," H MTR RS INTN FMS FR ",3
"ENG_GK_1049"," WX RS   MTRS  MLS ",3
"ENG_GK_1050"," 0 TR0L KNSS SWMN SKLN RNNK WT OFXL TTL TSTN KM ",3
"ENG_GK_1051"," H 0RWN EFNT HPT0 ",3
"ENG_GK_1052"," H KNTR BRTX KMNW ",3
"ENG_GK_1053"," T  M HRTL H JMP XT PT M T   LNK JMP JFLN M ",3
"ENG_GK_1054"," IN BNK SNKS ALF ",3
"ENG_GK_1055"," 0 LRJS XP UNLT WT MX ",3
"ENG_GK_1056"," H FRTS HNS KLM HF ",3
"ENG_GK_1057"," IN BNK 0 BRTN LN ",3
"ENG_GK_1058"," OFXL KMPL  RNT BKSN MX ",3
"ENG_GK_1059"," WT KL SKRT TR TSTR W0N 0 TRM ORJN SPNX SFL WR FRNK ATKT MTRT UNTS OTST INST ",3
"ENG_GK_1060"," H FNJR HLS TN WSTL PNHS HF ",3
"ENG_GK_1061"," H LKS TR INSK HF ",3
"ENG_GK_1062"," H TXTN WR0 AMRK FTBL ",3
"ENG_GK_1063"," H MNTS TRXN NRML MNS FNSN BT ",3
"ENG_GK_1064"," H HPS KRKT PX ",3
"ENG_GK_1065"," WT XF EKSK OFSR S INFS TXNL BSNS PRSS OTSR  ",3
"ENG_GK_1066"," WN ASTR T  ",3
"ENG_GK_1067"," ALBR ENST BRN ",3
"ENG_GK_1068"," WN ALBR ENST T ",3
"ENG_GK_1069"," WT ENST T FRM ",3
"ENG_GK_1070"," WS ENST BRN RMFT ATPS ",3
"ENG_GK_1071"," WR ALBR ENST BRT ",3
"ENG_GK_1072"," TT ENST RT WL ",3
"ENG_GK_1073"," W ALBR ENST PRNT ",3
"ENG_GK_1074"," TT ENST SBLN ",3
"ENG_GK_1075"," WR ENST SPNT XLTH ",3
"ENG_GK_1076"," WT ALBR ENST PL XLT ",3
"ENG_GK_1077"," IS TR ALBR ENST KK TMPR XLT ",3
"ENG_GK_1078"," WX SKLS ENST ATNT ",3
"ENG_GK_1079"," WS ALBR ENST BT PPL ",3
"ENG_GK_1080"," IS TR ALBR ENST  M0S ",3
"ENG_GK_1081"," TT ENST RPT SKL ",3
"ENG_GK_1082"," WX SKL LFNK SRTF ENST HF ",3
"ENG_GK_1083"," WT ALBR ENST PSNK SKL LFNK EKSM ",3
"ENG_GK_1084"," TT ENST MLTR SRFS ",3
"ENG_GK_1085"," WS ALBR ENST MRT ",3
"ENG_GK_1086"," TT ALBR ENST XLTR ",3
"ENG_GK_1087"," WX NKNM MLF ALBR ENST SNS HNS ALBR ETRT ",3
"ENG_GK_1088"," H TL ENST ",3
"ENG_GK_1089"," WT KLR ALBR ENST EYS HF ",3
"ENG_GK_1090"," WS ALBR ENST LFT RTHN ",3
"ENG_GK_1091"," WX HBS ALBR ENST HF ",3
"ENG_GK_1092"," TT ENST PL INST ",3
"ENG_GK_1093"," TT ALBR ENST FLNS ",3
"ENG_GK_1094"," WS ENST FLNP ",3
"ENG_GK_1095"," W ENST FFRT KMPS ",3
"ENG_GK_1096"," TT ENST SLNK BT ON ",3
"ENG_GK_1097"," KLT ALBR ENST SWM ",3
"ENG_GK_1098"," TT ALBR ENST KR ",3
"ENG_GK_1099"," TT ENST SMK ",3
"ENG_GK_1100"," TT ENST TRNK ALKH ",3
"ENG_GK_1101"," TT ENST FFRT BK FFRT A0R ",3
"ENG_GK_1102"," TT ALBR ENST RT BKS ON ",3
"ENG_GK_1103"," TT ALBR ENST RT TR ",3
"ENG_GK_1104"," ENST PTNT OFS SWS OFS INTL PRPR BRN TT ON PTNT ",3
"ENG_GK_1105"," WN ENST SWS OFS INTL PRPR BRN ",3
"ENG_GK_1106"," WT ENST FS PTNT OFS BRN IS PBLK TT ",3
"ENG_GK_1107"," WT ENST OFS PRNS XRTL T0 ",3
"ENG_GK_1108"," S FST ALBR ENST OFS INST ",3
"ENG_GK_1109"," WT 0R RLTF ",3
"ENG_GK_1110"," 0 SPXL 0R RLTF TLS KSXN SSTM RFRN MFNK KNST SPT O0R IT LT RFXN TRMS SPS TM BST PRNS KNST SPT LT PRNS RLTF PSTL IMPS TTRM ABSL MFMN HWFR 0R RLTF TLS SSTM RFRN RLTF AKSL O0R IMPK KRFT SPS TM WS KNFR EFKT PRTK 0R RLTF EKSP ",3
"ENG_GK_1111"," H PPL UNTR 0R RLTF ",3
"ENG_GK_1112"," WT FRML E  MK ",3
"ENG_GK_1113"," H ENST WF MLF MRK 0R RLTF ",3
"ENG_GK_1114"," IN S FLM ENST KNSR 0R RLTF WT FLM ",3
"ENG_GK_1115"," WS ALBR ENST AWRT NBL PRS ",3
"ENG_GK_1116"," WT ENST KNST ATMK BMB ",3
"ENG_GK_1117"," WX KNTM TXNK MTRN KMFR TRST ALBR ENST ",3
"ENG_GK_1118"," AR TSNT ALBR ENST  IF YS LF ",3
"ENG_GK_1140"," IS FST ALBR ENST OFS INST ",3
"ENG_GK_1142"," WS KNFR EFKT PRTK 0R RLTF EKSP ",3
"ENG_GK_1145"," 0 JRMN FRXN FLM ENST SPXL 0R RLTF XN APRL   TRSB ",3
"ENG_GK_1150"," AKN RT EK INTR NSTN FLWN SMLR KNSP FRML 0R  HSS KLR IN HS LFS PRSN NXNL EX TNNT PRFR BFRJ SMKS SKRT BRNT PT NN  PRSN TRNK SM SMKN PT0 KSXN IS T WM FX BLNK S RTL ALBR ENST ",3
"ENG_HEALTH_1"," IS WN SLFT ",4
"ENG_HEALTH_2"," WT IM ALRJ SLFT ",4
"ENG_HEALTH_3"," AT SLFT PKT WN ",4
"ENG_HEALTH_4"," I ATT SLFT WN IS I T ",4
"ENG_HEALTH_5"," T I AT PTSM SRBT WN ",4
"ENG_HEALTH_6"," I ATT YST KT KPL TS AK HPNN WT I T ",4
"ENG_HEALTH_7"," WT ATTF ATT WN  WN ",4
"ENG_HEALTH_8"," WT MTTR AST ",4
"ENG_HEALTH_9"," 0 INST I AM PLNN AJNK PST  MN0S I AT EKST  TSPN SLFT I KPL BTLS I AT EKST SLFT ",4
"ENG_HEALTH_10"," I UNTR XTSN XLFX TRFT I AM ALRJ XLFX AM I RSK TRNK WN FNT XTSN ",4
"ENG_HEALTH_11"," I AKST SWXT KSLS XTSN PKTS WT I T ",4
"ENG_HEALTH_12"," T I AT RNS SLFT BTLS BTLN ",4
"ENG_HEALTH_13"," WT TNNS ",4
"ENG_HEALTH_14"," WT HL0 IMPK AN STRS ",4
"ENG_HEALTH_15","  ALWN HMS SKLS BLT AR ",4
"ENG_HEALTH_16"," IS SF XLTR ATNT SKLS NR ALKH PRPR SN  ",4
"ENG_HEALTH_17"," WT HL0 EFKT TKSN ",4
"ENG_HEALTH_18"," TS EP HSRT AR PLTN AR ",4
"ENG_HEALTH_19","  HSNT AN STT RF KMLT ",4
"ENG_HEALTH_20","  STXN PLST KLSR FKSB TFLP SKLS IN0T AR ",4
"ENG_HEALTH_21","  R FLTR SNT OTFS RSLT ",4
"ENG_HEALTH_22","  HTXS WR HNK OFR ",4
"ENG_HEALTH_23"," TS ALKH KS ULSR ",4
"ENG_HEALTH_24"," TS BT WT AFKT KKL I TRNK ",4
"ENG_HEALTH_25"," AR HL0 BNFT ALKH ",4
"ENG_HEALTH_26","  WN SLP ",4
"ENG_HEALTH_27"," KN TFLP ALRJ ALKH ",4
"ENG_HEALTH_28"," KN SWT ALKH ",4
"ENG_HEALTH_29"," WT RTRT BT TRNK ",4
"ENG_HEALTH_30"," T TPS ALKH AFKT PPL TFRN ",4
"ENG_HEALTH_31"," KN EKSS TRNK TMJ LFR ",4
"ENG_HEALTH_32","  ALKH TMJ LFR ",4
"ENG_HEALTH_33"," KN I KNSR EKSS TRNK ",4
"ENG_HEALTH_34"," IS TFLP HRT TSS T EKSS ALKH SBST ABS ",4
"ENG_HEALTH_35"," IS TR EKSS TRNK KS PNKR ",4
"ENG_HEALTH_36"," ALKH PSNN IS M0 RL ",4
"ENG_HEALTH_37"," WT HL0 ALKH SBST ABS KS ",4
"ENG_HEALTH_38"," I XLT HL0 PLS XLTR KN I UTLS HL0 PLS MMBR KRT PRSS MTKX PRSK FRMS ",4
"ENG_HEALTH_39"," AR BRSS KFRT XLT HL0 PLS TNTL PRKR ",4
"ENG_HEALTH_40"," H TMS I XNJ PKP YR ",4
"ENG_HEALTH_41"," I RSFN TRTM PRKN TSS NRLJ T I KNTN RFRL PRMR KR FSXN PKP TM I SPXL I BLNK RFRL ",4
"ENG_HEALTH_42"," I AM KLNK I INFR MNJT KR PLN PPL MTKT I AM HFPS PRMR KR TKTR EKSP HFTS KN NMS FN NMBR ",4
"ENG_HEALTH_43"," H RSLF ",4
"ENG_HEALTH_44"," M M0R FLT KRFN RSLT STSF RSLT IT EMRJ STXN APL H FL APL ",4
"ENG_HEALTH_45"," WT TFRN TNTL JNST TNTL ASST ",4
"ENG_HEALTH_46"," WT TFRN TNTL JNST ASXT TKR BXLR TKR ",4
"ENG_HEALTH_47"," WT STRT SLR RNJ PRFT TNTL PRKT MSSP ",4
"ENG_HEALTH_48"," TS PRKR SMR SKL ",4
"ENG_HEALTH_49"," KN I ATNT SMR SKL PRKR PRTM BSS ",4
"ENG_HEALTH_50"," KN I I AM ATNT SKL ",4
"ENG_HEALTH_51"," WN TNTL JN STTN BJN PRFT PTNT KR ",4
"ENG_HEALTH_52"," WT KLNK RTXN ",4
"ENG_HEALTH_53"," WT KSS HPTT B ",4
"ENG_HEALTH_54"," H BFSP ",4
"ENG_HEALTH_55"," WT SMPT HPTT B ",4
"ENG_HEALTH_56"," T PPL RKFR ",4
"ENG_HEALTH_57"," H SRS INFK BF ",4
"ENG_HEALTH_58"," H KMN HPTT B UNTT STTS ",4
"ENG_HEALTH_59"," H PRSN SH BFNF ",4
"ENG_HEALTH_60"," IS MTKX TRT HPTT B ",4
"ENG_HEALTH_61"," WT EKSP BF ",4
"ENG_HEALTH_62"," KN HPTT B ONS ",4
"ENG_HEALTH_63"," WT SMLP ",4
"ENG_HEALTH_64"," WT SMPT SMLP ",4
"ENG_HEALTH_65"," IS SMLP FTL ",4
